application_id,program_category,country,bit_program_applied,degree_language,previous_gpa,math_physics_background_score,research_alignment_score,publication_count,recommendation_strength,interview_score,english_test_type,english_score,chinese_proficiency,admission_decision,scholarship_tier
BIT20250963,Undergraduate,Ethiopia,Materials Science and Engineering,Chinese-taught,2.23,5.5,1.9,0,7.5,61.8,IELTS,4.069426905360691,HSK4,Rejected,No Scholarship
BIT20250964,Undergraduate,Pakistan,Automation,English-taught,3.1,7.2,7.6,1,6.4,83.8,TOEFL,104.13737450847837,HSK3,Admitted,No Scholarship
BIT20250965,Undergraduate,Pakistan,Foreign Languages,Chinese-taught,3.85,6.9,8.7,3,8.9,77.5,TOEFL,105.3247890703866,HSK6,Admitted,Partial Scholarship
BIT20250966,Undergraduate,Pakistan,Chemistry and Chemical Engineering,Chinese-taught,3.2,5.7,5.5,0,6.5,83.7,IELTS,5.210661040460196,HSK4,Admitted,No Scholarship
BIT20250967,Postgraduate,Pakistan,Materials Science and Technology,English-taught,3.02,6.1,2.1,0,6.3,60.2,IELTS,4.918326899489573,HSK2,Rejected,No Scholarship
BIT20250968,Undergraduate,Thailand,Chemistry and Chemical Engineering,English-taught,3.65,5.0,5.5,1,7.3,91.0,TOEFL,100.11343727358978,HSK1,Admitted,Partial Scholarship
BIT20250969,Postgraduate,Zimbabwe,Cyberspace Science and Technology,English-taught,2.33,4.7,6.7,0,2.7,51.1,DUOLINGO,110.92875147252568,HSK2,Rejected,No Scholarship
BIT20250970,Postgraduate,Indonesia,Chemical Engineering and Technology,English-taught,2.5,2.1,0.0,1,6.4,49.9,IELTS,5.161072399348921,HSK1,Rejected,No Scholarship
BIT20250971,Postgraduate,Kazakhstan,Mathematics,Chinese-taught,2.97,8.7,4.7,1,7.4,82.3,TOEFL,91.19768353976146,HSK4,Rejected,No Scholarship
BIT20250972,Dual Degree,Zimbabwe,Joint Business Administration Program,Chinese-taught,2.83,6.5,5.6,1,6.4,92.2,TOEFL,70.42244474392753,HSK5,Admitted,No Scholarship
BIT20250973,Postgraduate,Egypt,Electronics Science and Technology,English-taught,2.06,8.2,3.8,1,5.5,75.2,TOEFL,81.68837383113399,HSK3,Rejected,No Scholarship
BIT20250974,Undergraduate,France,Mechatronical Engineering,English-taught,2.72,5.0,5.3,0,5.9,47.7,DUOLINGO,50.670747221582886,HSK1,Rejected,No Scholarship
BIT20250975,Undergraduate,Ethiopia,Humanities and Social Sciences,Chinese-taught,3.85,8.6,7.3,0,7.2,85.1,IELTS,7.383824363469935,HSK5,Admitted,Partial Scholarship
BIT20250976,Undergraduate,Indonesia,Materials Science and Engineering,English-taught,3.04,5.3,5.5,0,5.9,68.6,DUOLINGO,96.5546148750885,HSK1,Rejected,No Scholarship
BIT20250977,Postgraduate,Malaysia,Mathematics,English-taught,2.82,6.8,6.2,1,5.3,68.9,IELTS,5.536404455894214,HSK1,Rejected,No Scholarship
BIT20250978,Undergraduate,Ethiopia,Mechanical Engineering,English-taught,3.0,6.9,6.3,1,9.1,77.4,TOEFL,97.67160673591405,HSK1,Admitted,No Scholarship
BIT20250979,Postgraduate,Indonesia,Design,English-taught,1.69,4.3,2.9,1,4.0,52.7,IELTS,4.109655912337648,HSK1,Rejected,No Scholarship
BIT20250980,Postgraduate,Mongolia,Materials Science and Technology,Chinese-taught,2.61,4.1,4.8,0,7.6,90.6,DUOLINGO,27.608582517962162,HSK3,Rejected,No Scholarship
BIT20250981,Undergraduate,India,Medical Technology,English-taught,2.67,2.0,6.8,1,5.5,71.2,IELTS,4.297014526037943,HSK2,Rejected,No Scholarship
BIT20250982,Chinese Language,Kazakhstan,Chinese Language and Culture,Chinese-taught,2.85,5.3,4.9,0,7.7,85.1,TOEFL,76.9287430151108,HSK4,Admitted,No Scholarship
BIT20250983,Undergraduate,Ethiopia,Management,English-taught,3.12,7.7,4.7,0,6.9,96.5,DUOLINGO,116.71071694571543,HSK2,Admitted,No Scholarship
BIT20250984,Undergraduate,Kazakhstan,Economics,Chinese-taught,3.8,8.1,5.6,1,7.7,99.1,TOEFL,94.21520812956238,HSK5,Admitted,Partial Scholarship
BIT20250985,Postgraduate,Egypt,Statistics,English-taught,3.65,9.1,9.6,4,8.9,88.2,DUOLINGO,143.50161141749427,HSK3,Admitted,Full Scholarship
BIT20250986,Postgraduate,Zimbabwe,Mechanical Engineering,Chinese-taught,2.93,3.4,4.5,0,6.6,81.2,DUOLINGO,103.87677150704064,HSK4,Rejected,No Scholarship
BIT20250987,Postgraduate,Kazakhstan,Chemical Engineering and Technology,English-taught,2.43,4.7,3.7,0,5.8,46.7,IELTS,6.421842050159254,HSK1,Rejected,No Scholarship
BIT20250988,Postgraduate,Brazil,Biomedical Engineering,English-taught,2.63,5.1,6.1,0,6.7,45.4,TOEFL,83.57582217807715,HSK2,Rejected,No Scholarship
BIT20250989,Undergraduate,Brazil,Humanities and Social Sciences,Chinese-taught,4.02,3.2,7.8,1,7.4,79.5,TOEFL,105.28267185007068,HSK5,Admitted,No Scholarship
BIT20250990,Chinese Language,Malaysia,Chinese Language and Culture,Chinese-taught,2.96,8.7,5.1,0,5.1,89.2,DUOLINGO,95.26278349840965,HSK5,Rejected,No Scholarship
BIT20250991,Chinese Language,France,Chinese Language and Culture,Chinese-taught,3.72,6.8,2.4,1,6.6,94.0,IELTS,7.378188841682647,HSK5,Admitted,Partial Scholarship
BIT20250992,Postgraduate,Morocco,Mechanical Engineering,English-taught,3.55,6.8,4.6,0,6.9,66.4,TOEFL,102.40166209973356,HSK1,Rejected,No Scholarship
BIT20250993,Undergraduate,India,Humanities and Social Sciences,English-taught,2.36,6.5,4.9,0,6.3,63.2,IELTS,3.6132773442393815,HSK1,Rejected,No Scholarship
BIT20250994,Postgraduate,Kenya,Aeronautical and Astronautical Science and Technology,English-taught,2.88,2.9,2.9,0,4.7,77.1,TOEFL,92.93032861008001,HSK2,Rejected,No Scholarship
BIT20250995,Undergraduate,Thailand,Information and Electronics,English-taught,1.89,5.9,7.9,0,4.7,70.1,IELTS,5.68024966678934,HSK1,Rejected,No Scholarship
BIT20250996,Undergraduate,Zimbabwe,Information and Electronics,English-taught,1.6,5.0,4.7,1,3.8,75.3,IELTS,3.0699549143871767,HSK2,Rejected,No Scholarship
BIT20250997,Dual Degree,Thailand,Joint Business Administration Program,Chinese-taught,2.75,4.7,3.9,0,8.0,79.0,TOEFL,72.32584980864114,HSK3,Rejected,No Scholarship
BIT20250998,Undergraduate,Malaysia,Optics and Photonics,Chinese-taught,3.25,6.2,5.4,1,6.7,72.9,DUOLINGO,116.07875105182937,HSK5,Admitted,No Scholarship
BIT20250999,Dual Degree,Kenya,Joint Business Administration Program,Chinese-taught,2.78,4.0,4.1,0,6.9,84.6,IELTS,4.978641322416891,HSK5,Admitted,No Scholarship
BIT20251000,Postgraduate,Malaysia,Mathematics,English-taught,3.35,5.3,6.4,0,4.9,60.1,TOEFL,88.47070534292367,HSK3,Rejected,No Scholarship
BIT20251001,Undergraduate,Indonesia,Computer Science and Technology,English-taught,2.11,3.7,5.5,0,8.6,78.6,TOEFL,82.41814117741758,HSK3,Rejected,No Scholarship
BIT20251002,Postgraduate,Zimbabwe,Materials Science and Technology,English-taught,2.62,2.7,6.3,0,7.0,73.3,TOEFL,76.02271562909957,HSK2,Rejected,No Scholarship
BIT20251003,Chinese Language,Zimbabwe,Chinese Language and Culture,Chinese-taught,3.19,2.7,6.0,0,2.9,60.5,TOEFL,120.0,HSK3,Rejected,No Scholarship
BIT20251004,Postgraduate,India,Instrument Science and Technology,Chinese-taught,3.13,4.4,3.7,0,6.5,80.8,IELTS,7.005144458691159,HSK4,Rejected,No Scholarship
BIT20251005,Chinese Language,Thailand,Chinese Language and Culture,Chinese-taught,3.35,6.8,6.1,0,7.5,83.9,TOEFL,85.5837284827749,HSK4,Admitted,Partial Scholarship
BIT20251006,Postgraduate,Brazil,Optical Engineering,English-taught,3.17,4.9,5.2,1,7.2,73.8,IELTS,6.296465156866175,HSK2,Rejected,No Scholarship
BIT20251007,Postgraduate,Pakistan,Optical Engineering,English-taught,3.42,6.0,5.2,1,8.7,74.8,DUOLINGO,113.06501649914841,HSK1,Admitted,No Scholarship
BIT20251008,Chinese Language,Thailand,Chinese Language and Culture,Chinese-taught,3.29,6.7,3.2,1,7.3,86.4,TOEFL,99.29497081076988,HSK4,Admitted,Partial Scholarship
BIT20251009,Undergraduate,Mongolia,Mathematics and Statistics,Chinese-taught,2.92,5.2,3.1,0,5.2,69.0,IELTS,4.7397519133131825,HSK4,Rejected,No Scholarship
BIT20251010,Postgraduate,Malaysia,Information and Communication Engineering,English-taught,2.07,1.2,5.0,0,6.1,58.6,IELTS,6.005067332288854,HSK2,Rejected,No Scholarship
BIT20251011,Undergraduate,Mongolia,Economics,English-taught,2.18,4.3,6.1,0,6.1,64.2,IELTS,3.959851157908766,HSK2,Rejected,No Scholarship
BIT20251012,Dual Degree,Zimbabwe,Joint Business Administration Program,Chinese-taught,3.63,6.4,7.1,1,8.7,87.3,TOEFL,112.13799669148098,HSK5,Admitted,Full Scholarship
BIT20251013,Dual Degree,Pakistan,Joint Mechanical Engineering,Chinese-taught,2.3,4.2,1.3,0,5.9,76.1,TOEFL,65.8455033895118,HSK4,Rejected,No Scholarship
BIT20251014,Undergraduate,Russia,Optics and Photonics,English-taught,2.86,1.0,5.6,0,6.0,66.3,DUOLINGO,89.6828183540405,HSK1,Rejected,No Scholarship
BIT20251015,Postgraduate,Kenya,Law,English-taught,3.97,7.7,7.1,1,8.6,83.7,TOEFL,119.48797340806036,HSK1,Admitted,Partial Scholarship
BIT20251016,Dual Degree,France,Joint Mechanical Engineering,Chinese-taught,3.66,8.0,6.9,1,8.8,77.9,TOEFL,90.14802395733712,HSK5,Admitted,Partial Scholarship
BIT20251017,Undergraduate,Pakistan,Materials Science and Engineering,English-taught,3.25,5.2,5.1,2,6.8,77.2,TOEFL,87.76031303496656,HSK2,Rejected,No Scholarship
BIT20251018,Postgraduate,Indonesia,Applied Economics,English-taught,2.63,1.9,5.5,0,4.2,34.1,TOEFL,31.353745880695612,HSK2,Rejected,No Scholarship
BIT20251019,Dual Degree,France,Joint Computer Science Program,English-taught,2.65,7.1,2.5,0,6.6,67.0,IELTS,5.63507287876571,HSK3,Rejected,No Scholarship
BIT20251020,Undergraduate,Ethiopia,Mechanical Engineering,English-taught,2.35,0.0,5.1,0,6.6,76.1,DUOLINGO,104.88357149385905,HSK3,Rejected,No Scholarship
BIT20251021,Postgraduate,Thailand,Law,English-taught,3.37,2.2,7.7,0,6.9,36.4,TOEFL,61.72109020123354,HSK1,Rejected,No Scholarship
BIT20251022,Undergraduate,Thailand,Management,English-taught,2.9,4.8,2.8,0,4.6,77.6,DUOLINGO,83.22941226773887,HSK2,Rejected,No Scholarship
BIT20251023,Dual Degree,France,Joint Business Administration Program,English-taught,2.81,5.1,1.6,0,6.8,81.7,TOEFL,81.56839157577497,HSK3,Rejected,No Scholarship
BIT20251024,Dual Degree,Morocco,Joint Business Administration Program,English-taught,3.63,10.0,6.2,2,9.4,80.5,TOEFL,107.81113943232741,HSK2,Admitted,Partial Scholarship
BIT20251025,Dual Degree,Kenya,Joint Mechanical Engineering,Chinese-taught,2.33,4.8,5.5,0,6.5,83.5,TOEFL,88.06195441683086,HSK3,Rejected,No Scholarship
BIT20251026,Postgraduate,Indonesia,Mathematics,Chinese-taught,3.58,4.3,4.2,2,7.0,66.9,IELTS,6.886659287857091,HSK5,Admitted,No Scholarship
BIT20251027,Chinese Language,Pakistan,Chinese Language and Culture,Chinese-taught,2.71,4.8,6.7,0,7.8,80.3,DUOLINGO,85.94278241036626,HSK5,Admitted,No Scholarship
BIT20251028,Chinese Language,Russia,Chinese Language and Culture,Chinese-taught,2.05,0.3,2.3,1,4.2,61.0,TOEFL,67.78900396926547,HSK3,Rejected,No Scholarship
BIT20251029,Undergraduate,Zimbabwe,Mechatronical Engineering,Chinese-taught,3.46,4.0,5.4,1,8.6,72.9,TOEFL,74.12114743419221,HSK4,Admitted,No Scholarship
BIT20251030,Chinese Language,India,Chinese Language and Culture,Chinese-taught,2.63,2.4,6.4,0,7.9,57.6,IELTS,2.871030790515734,HSK4,Rejected,No Scholarship
BIT20251031,Undergraduate,Indonesia,Chemistry and Chemical Engineering,English-taught,2.39,6.2,1.3,0,6.7,70.0,DUOLINGO,68.9365861132264,HSK2,Rejected,No Scholarship
BIT20251032,Postgraduate,Thailand,Materials Science and Technology,English-taught,3.26,8.1,5.2,0,6.1,68.1,DUOLINGO,129.1614264385829,HSK2,Rejected,No Scholarship
BIT20251033,Undergraduate,Mongolia,Chemistry and Chemical Engineering,English-taught,3.02,7.9,6.3,0,5.7,79.1,TOEFL,55.4935911680016,HSK3,Rejected,No Scholarship
BIT20251034,Undergraduate,Kenya,Mechatronical Engineering,Chinese-taught,3.73,7.2,5.9,2,7.6,86.9,IELTS,7.265290920587097,HSK6,Admitted,Partial Scholarship
BIT20251035,Undergraduate,India,Mathematics and Statistics,English-taught,2.52,6.1,2.5,0,5.9,81.6,IELTS,5.062346893812744,HSK2,Rejected,No Scholarship
BIT20251036,Postgraduate,Malaysia,Aeronautical and Astronautical Science and Technology,English-taught,2.84,5.1,5.7,1,7.6,61.4,IELTS,6.26244962388003,HSK1,Rejected,No Scholarship
BIT20251037,Undergraduate,Malaysia,Computer Science and Technology,Chinese-taught,2.55,3.6,4.1,0,4.5,83.2,TOEFL,74.3855015164808,HSK4,Rejected,No Scholarship
BIT20251038,Postgraduate,Russia,Management Science and Engineering,English-taught,2.32,2.6,3.4,0,4.0,60.6,DUOLINGO,80.53205654189439,HSK1,Rejected,No Scholarship
BIT20251039,Undergraduate,Malaysia,Computer Science and Technology,English-taught,2.65,2.4,6.8,0,4.6,60.7,IELTS,5.206843297824347,HSK1,Rejected,No Scholarship
BIT20251040,Undergraduate,Indonesia,Automation,Chinese-taught,3.28,7.3,3.6,0,6.6,68.8,TOEFL,80.50601355950629,HSK4,Admitted,No Scholarship
BIT20251041,Postgraduate,Kazakhstan,Mathematics,Chinese-taught,3.11,6.0,3.6,1,7.6,68.6,TOEFL,79.32345719690963,HSK5,Rejected,No Scholarship
BIT20251042,Chinese Language,Egypt,Chinese Language and Culture,Chinese-taught,3.78,6.2,6.5,0,5.6,81.4,IELTS,6.649000952109221,HSK5,Rejected,No Scholarship
BIT20251043,Undergraduate,Zimbabwe,Law,English-taught,2.09,3.2,6.0,0,4.1,61.6,IELTS,3.643781341794175,HSK3,Rejected,No Scholarship
BIT20251044,Postgraduate,Thailand,Statistics,Chinese-taught,3.19,5.0,3.6,1,7.1,75.8,TOEFL,105.0002814717133,HSK4,Rejected,No Scholarship
BIT20251045,Chinese Language,Zimbabwe,Chinese Language and Culture,Chinese-taught,2.72,4.8,4.5,0,6.9,59.9,IELTS,6.700803770268007,HSK5,Rejected,No Scholarship
BIT20251046,Postgraduate,Malaysia,Cyberspace Science and Technology,English-taught,2.82,7.8,6.6,0,6.7,95.5,TOEFL,105.52743524289755,HSK1,Rejected,No Scholarship
BIT20251047,Undergraduate,Morocco,Automation,Chinese-taught,3.02,1.7,6.3,0,5.3,63.9,IELTS,5.507862751645772,HSK4,Rejected,No Scholarship
BIT20251048,Undergraduate,Ethiopia,Law,English-taught,3.11,5.9,7.0,0,8.2,92.0,DUOLINGO,93.53009274368337,HSK2,Admitted,No Scholarship
BIT20251049,Chinese Language,Ethiopia,Chinese Language and Culture,Chinese-taught,3.96,7.2,5.1,0,9.4,90.8,TOEFL,104.1202486639692,HSK5,Admitted,Full Scholarship
BIT20251050,Undergraduate,India,Law,English-taught,2.35,6.6,4.0,0,6.0,74.0,TOEFL,74.54227461078432,HSK1,Rejected,No Scholarship
BIT20251051,Chinese Language,Ethiopia,Chinese Language and Culture,Chinese-taught,3.25,7.4,7.1,2,8.0,75.5,TOEFL,87.1075666474512,HSK5,Admitted,Partial Scholarship
BIT20251052,Postgraduate,Ethiopia,Optical Engineering,English-taught,2.8,4.3,3.7,1,6.4,78.5,IELTS,5.344752744911901,HSK1,Rejected,No Scholarship
BIT20251053,Dual Degree,Zimbabwe,Joint Mechanical Engineering,Chinese-taught,2.0,4.1,3.9,0,7.5,61.9,TOEFL,72.01917498397901,HSK3,Rejected,No Scholarship
BIT20251054,Chinese Language,Egypt,Chinese Language and Culture,Chinese-taught,2.69,4.5,3.0,0,5.7,70.8,TOEFL,58.942005841674884,HSK3,Rejected,No Scholarship
BIT20251055,Dual Degree,Kazakhstan,Joint Mechanical Engineering,English-taught,2.89,4.9,2.8,0,5.8,56.7,DUOLINGO,47.69240096376868,HSK2,Rejected,No Scholarship
BIT20251056,Undergraduate,India,Information and Electronics,English-taught,3.44,5.2,5.5,2,6.7,92.1,IELTS,6.149310777733402,HSK1,Admitted,No Scholarship
BIT20251057,Chinese Language,Thailand,Chinese Language and Culture,Chinese-taught,3.23,6.2,4.5,0,8.4,87.0,IELTS,6.862684214479355,HSK4,Admitted,Partial Scholarship
BIT20251058,Postgraduate,Pakistan,Biomedical Engineering,English-taught,3.01,4.0,2.1,0,7.9,54.1,IELTS,3.9710853428521773,HSK2,Rejected,No Scholarship
BIT20251059,Postgraduate,Mongolia,Management Science and Engineering,Chinese-taught,3.02,4.1,4.6,0,5.9,72.4,IELTS,5.583599732209234,HSK4,Rejected,No Scholarship
BIT20251060,Postgraduate,India,Business Administration,English-taught,3.75,7.9,6.9,2,8.2,77.9,TOEFL,90.65377286399669,HSK2,Admitted,Partial Scholarship
BIT20251061,Chinese Language,Brazil,Chinese Language and Culture,Chinese-taught,2.36,7.1,3.4,0,8.2,43.9,IELTS,5.426299182437113,HSK3,Rejected,No Scholarship
BIT20251062,Dual Degree,Morocco,Joint Computer Science Program,English-taught,3.61,9.3,9.2,0,8.1,89.1,TOEFL,110.42518095262645,HSK3,Admitted,Full Scholarship
BIT20251063,Chinese Language,Kazakhstan,Chinese Language and Culture,Chinese-taught,3.61,8.3,9.0,2,9.0,83.2,TOEFL,100.67479466622947,HSK5,Admitted,Partial Scholarship
BIT20251064,Postgraduate,Morocco,Electronics Science and Technology,English-taught,2.99,6.3,3.6,0,8.2,94.3,IELTS,6.165468691499907,HSK1,Rejected,No Scholarship
BIT20251065,Postgraduate,India,Aeronautical and Astronautical Science and Technology,English-taught,2.7,5.5,7.2,0,9.6,65.0,IELTS,7.108083071455278,HSK1,Rejected,No Scholarship
BIT20251066,Postgraduate,India,Applied Economics,English-taught,3.78,8.3,7.8,3,8.7,81.7,TOEFL,103.79629827735597,HSK1,Admitted,Partial Scholarship
BIT20251067,Undergraduate,Brazil,Law,English-taught,3.1,8.3,6.3,0,6.6,89.6,TOEFL,96.4778216423942,HSK1,Admitted,No Scholarship
BIT20251068,Undergraduate,Ethiopia,Art and Design,English-taught,2.16,5.3,3.7,0,5.2,53.9,TOEFL,79.6213442394098,HSK1,Rejected,No Scholarship
BIT20251069,Undergraduate,Thailand,Information and Electronics,English-taught,3.42,8.8,6.4,1,7.8,72.3,DUOLINGO,75.00791781590101,HSK3,Rejected,No Scholarship
BIT20251070,Undergraduate,Indonesia,Life Science,Chinese-taught,2.96,6.7,6.0,1,7.7,82.5,TOEFL,97.07618067906317,HSK4,Admitted,No Scholarship
BIT20251071,Undergraduate,Indonesia,Life Science,English-taught,3.73,7.2,4.7,1,6.4,87.0,TOEFL,93.98335696408522,HSK1,Admitted,No Scholarship
BIT20251072,Undergraduate,Morocco,Materials Science and Engineering,English-taught,2.32,2.8,2.5,0,3.8,41.1,TOEFL,63.56718694722239,HSK2,Rejected,No Scholarship
BIT20251073,Undergraduate,India,Computer Science and Technology,Chinese-taught,3.38,5.0,6.3,0,6.5,81.6,TOEFL,87.90495376078199,HSK4,Admitted,No Scholarship
BIT20251074,Undergraduate,Mongolia,Foreign Languages,English-taught,2.04,4.5,8.6,1,7.7,84.1,DUOLINGO,28.74274277959556,HSK2,Rejected,No Scholarship
BIT20251075,Dual Degree,Zimbabwe,Joint Business Administration Program,Chinese-taught,3.75,7.8,7.9,1,8.7,79.6,TOEFL,111.38770749558341,HSK5,Admitted,Partial Scholarship
BIT20251076,Postgraduate,Thailand,Management Science and Engineering,English-taught,2.94,5.6,3.5,0,5.1,72.4,TOEFL,78.7821664695036,HSK1,Rejected,No Scholarship
BIT20251077,Undergraduate,Mongolia,Optics and Photonics,English-taught,3.18,0.6,4.2,0,6.1,50.3,IELTS,5.1296043539418115,HSK2,Rejected,No Scholarship
BIT20251078,Postgraduate,Malaysia,Computer Science and Technology,English-taught,2.31,5.9,4.8,0,5.7,57.8,DUOLINGO,72.43481418699332,HSK3,Rejected,No Scholarship
BIT20251079,Undergraduate,Thailand,Cyberspace Science and Technology,Chinese-taught,2.62,5.2,4.0,0,4.9,54.5,TOEFL,82.74560518396785,HSK4,Rejected,No Scholarship
BIT20251080,Dual Degree,Malaysia,Joint Mechanical Engineering,English-taught,3.04,5.2,3.8,2,5.4,65.2,IELTS,5.4490438429974635,HSK1,Rejected,No Scholarship
BIT20251081,Chinese Language,Mongolia,Chinese Language and Culture,Chinese-taught,4.1,9.4,7.9,2,8.4,91.3,DUOLINGO,152.4734922940457,HSK6,Admitted,Full Scholarship
BIT20251082,Undergraduate,Egypt,Physics,English-taught,3.45,4.7,5.2,0,7.3,93.1,DUOLINGO,109.34362772992115,HSK3,Admitted,No Scholarship
BIT20251083,Postgraduate,Kazakhstan,Law,Chinese-taught,3.4,0.0,5.5,0,8.8,80.6,IELTS,5.362363450861315,HSK3,Rejected,No Scholarship
BIT20251084,Chinese Language,Ethiopia,Chinese Language and Culture,Chinese-taught,2.22,2.2,2.2,0,6.6,72.0,IELTS,6.84880425391153,HSK3,Rejected,No Scholarship
BIT20251085,Dual Degree,Mongolia,Joint Computer Science Program,English-taught,3.27,6.4,7.2,0,7.5,94.8,DUOLINGO,102.01702634250762,HSK3,Admitted,Partial Scholarship
BIT20251086,Postgraduate,France,Physics,English-taught,3.75,7.4,8.7,2,9.8,86.7,TOEFL,120.0,HSK2,Admitted,Full Scholarship
BIT20251087,Postgraduate,Mongolia,Chemical Engineering and Technology,English-taught,1.8,4.3,6.1,0,6.1,58.0,DUOLINGO,133.61661125907256,HSK1,Rejected,No Scholarship
BIT20251088,Undergraduate,Pakistan,Foreign Languages,Chinese-taught,2.63,4.3,6.3,0,5.0,57.3,IELTS,6.363601665153528,HSK3,Rejected,No Scholarship
BIT20251089,Dual Degree,Pakistan,Joint Computer Science Program,English-taught,2.59,5.8,3.5,0,5.7,52.7,TOEFL,74.91460318915236,HSK1,Rejected,No Scholarship
BIT20251090,Undergraduate,Kenya,Humanities and Social Sciences,English-taught,3.95,9.0,7.7,0,9.8,89.7,TOEFL,104.45522200107328,HSK3,Admitted,Full Scholarship
BIT20251091,Dual Degree,Malaysia,Joint Computer Science Program,English-taught,3.05,5.6,6.1,0,7.3,89.0,IELTS,6.246744961260169,HSK1,Admitted,No Scholarship
BIT20251092,Postgraduate,France,Education,English-taught,2.42,4.8,4.2,0,5.1,63.3,DUOLINGO,94.30608949900542,HSK2,Rejected,No Scholarship
BIT20251093,Postgraduate,Ethiopia,Aeronautical and Astronautical Science and Technology,Chinese-taught,2.39,6.0,0.0,0,5.7,60.8,TOEFL,54.42022967841419,HSK4,Rejected,No Scholarship
BIT20251094,Postgraduate,France,Materials Science and Technology,Chinese-taught,3.69,8.7,7.8,2,8.7,94.5,TOEFL,103.7982543849321,HSK5,Admitted,Partial Scholarship
BIT20251095,Undergraduate,Zimbabwe,Information and Electronics,Chinese-taught,2.2,3.9,2.8,0,5.8,62.3,IELTS,2.8152238596142154,HSK3,Rejected,No Scholarship
BIT20251096,Undergraduate,France,Medical Technology,Chinese-taught,2.27,3.6,4.8,0,7.0,60.0,TOEFL,54.13543063205463,HSK4,Rejected,No Scholarship
BIT20251097,Undergraduate,Zimbabwe,Cyberspace Science and Technology,English-taught,3.03,5.3,7.5,1,7.3,85.0,DUOLINGO,96.98695069968821,HSK1,Admitted,No Scholarship
BIT20251098,Undergraduate,Kenya,Automation,English-taught,2.83,6.9,2.8,0,7.4,70.3,DUOLINGO,87.60157615002228,HSK3,Rejected,No Scholarship
BIT20251099,Chinese Language,Kenya,Chinese Language and Culture,Chinese-taught,2.72,5.9,5.3,1,6.0,66.1,DUOLINGO,100.22817583651035,HSK3,Rejected,No Scholarship
BIT20251100,Undergraduate,Kazakhstan,Life Science,Chinese-taught,3.32,5.5,4.3,0,7.9,69.5,IELTS,6.554121501861094,HSK5,Admitted,No Scholarship
BIT20251101,Undergraduate,Indonesia,Optics and Photonics,English-taught,3.81,7.6,4.2,0,8.4,88.0,IELTS,7.277997455323816,HSK2,Admitted,Full Scholarship
BIT20251102,Dual Degree,Pakistan,Joint Computer Science Program,English-taught,3.16,5.3,4.7,3,8.1,67.8,TOEFL,84.92784965089118,HSK1,Rejected,No Scholarship
BIT20251103,Chinese Language,Mongolia,Chinese Language and Culture,Chinese-taught,3.71,7.5,9.5,0,8.3,81.0,DUOLINGO,118.46419119280004,HSK6,Admitted,Partial Scholarship
BIT20251104,Dual Degree,Mongolia,Joint Business Administration Program,Chinese-taught,3.53,4.3,4.5,3,8.1,81.2,TOEFL,116.4087471163842,HSK5,Admitted,Partial Scholarship
BIT20251105,Dual Degree,Malaysia,Joint Computer Science Program,English-taught,3.16,4.8,4.8,0,6.9,68.2,IELTS,6.199699140828235,HSK1,Admitted,No Scholarship
BIT20251106,Undergraduate,Brazil,Mathematics and Statistics,Chinese-taught,2.87,6.1,5.5,1,6.1,82.6,TOEFL,82.72566732661919,HSK4,Admitted,No Scholarship
BIT20251107,Undergraduate,Brazil,Information and Electronics,English-taught,3.41,5.1,5.7,2,9.4,82.4,TOEFL,89.20197069492026,HSK1,Rejected,No Scholarship
BIT20251108,Chinese Language,Russia,Chinese Language and Culture,Chinese-taught,3.7,6.8,6.0,2,8.8,91.1,IELTS,7.738175079920104,HSK5,Admitted,Full Scholarship
BIT20251109,Postgraduate,Thailand,Law,English-taught,2.24,2.5,5.1,0,5.9,62.6,IELTS,4.025165560717557,HSK2,Rejected,No Scholarship
BIT20251110,Undergraduate,Kazakhstan,Mechanical Engineering,English-taught,1.76,5.5,2.0,0,6.6,67.4,IELTS,4.464126694021393,HSK2,Rejected,No Scholarship
BIT20251111,Chinese Language,Russia,Chinese Language and Culture,Chinese-taught,2.84,4.9,1.9,0,5.6,63.8,IELTS,5.452994517504144,HSK3,Rejected,No Scholarship
BIT20251112,Undergraduate,Russia,Foreign Languages,English-taught,2.83,5.7,1.4,0,7.7,80.9,IELTS,4.331034218031426,HSK2,Rejected,No Scholarship
BIT20251113,Undergraduate,India,Management,Chinese-taught,3.23,5.9,6.7,0,7.2,54.9,IELTS,5.6736275669058305,HSK3,Rejected,No Scholarship
BIT20251114,Postgraduate,Malaysia,Physics,English-taught,3.21,6.6,2.9,1,7.2,83.2,TOEFL,98.3261170549276,HSK3,Rejected,No Scholarship
BIT20251115,Postgraduate,India,Instrument Science and Technology,English-taught,3.93,7.4,4.9,2,9.1,76.0,IELTS,7.501342725420954,HSK1,Admitted,No Scholarship
BIT20251116,Postgraduate,Morocco,Physics,English-taught,2.57,3.5,7.1,0,5.7,63.8,TOEFL,70.69952406447281,HSK2,Rejected,No Scholarship
BIT20251117,Undergraduate,Malaysia,Information and Electronics,English-taught,2.79,4.7,2.7,0,6.3,30.3,IELTS,4.8155886087662365,HSK1,Rejected,No Scholarship
BIT20251118,Chinese Language,Russia,Chinese Language and Culture,Chinese-taught,3.04,5.1,0.5,0,3.8,51.5,IELTS,5.818867635944982,HSK4,Rejected,No Scholarship
BIT20251119,Undergraduate,France,Aerospace Engineering,English-taught,3.8,8.2,8.4,2,7.2,91.4,DUOLINGO,130.18125384617653,HSK1,Admitted,Partial Scholarship
