application_id,program_category,bit_program_applied,degree_language,previous_gpa,academic_ranking_percentile,math_physics_background_score,research_alignment_score,publication_count,technical_competitions,english_test_type,english_score,chinese_proficiency,chinese_study_duration_months,language_certificate_authenticity,home_country,belt_road_country,developing_country,previous_china_experience,bit_partner_university,age,gender,financial_guarantee_available,family_income_tier,sponsorship_type,previous_scholarship,scholarship_essay_score,interview_score,sop_score,recommendation_strength,cultural_adaptability_score,document_authenticity_score,health_certificate_status,previous_visa_refusals,application_completeness_score,admission_decision,scholarship_tier,scholarship_amount_rmb
BIT20250887,Postgraduate,Master of Business Administration (MBA),Chinese-taught,2.9,3,9.6,2.8,0,1,IELTS,78.0,HSK5,7,0.78,Russia,1,1,0,0,28,Male,1,Low,University,0,9.2,82.2,5.4,7.1,8.9,0.8,Valid,0,0.91,Admitted,NO_SCHOLARSHIP,0
BIT20250888,Undergraduate,Economics,English-taught,3.47,9,7.5,1.6,2,1,IELTS,87.8,NO_EXAM,11,0.91,India,0,0,0,0,18,Male,1,Medium,University,0,9.0,60.0,9.9,8.6,9.8,0.77,Valid,0,0.93,Admitted,NO_SCHOLARSHIP,0
BIT20250889,Undergraduate,Physics,English-taught,2.96,86,7.2,2.0,0,2,TOEFL,96.4,NO_EXAM,7,0.9,Kenya,1,1,0,0,32,Male,1,Medium,Self-funded,1,5.3,79.7,8.2,6.2,6.9,1.0,Valid,2,0.92,Rejected,None,0
BIT20250890,Undergraduate,Law,English-taught,3.34,87,6.7,9.7,0,1,IELTS,89.5,HSK3,5,0.86,Egypt,0,0,0,1,27,Male,1,Medium,Self-funded,0,6.6,71.7,8.5,8.5,6.5,0.79,Valid,0,0.87,Admitted,NO_SCHOLARSHIP,0
BIT20250891,Postgraduate,Physics,English-taught,2.79,76,5.3,1.5,0,4,IELTS,81.8,NO_EXAM,8,0.81,Indonesia,0,1,0,0,21,Female,1,Low,Self-funded,0,7.7,82.2,8.8,10.0,7.0,0.82,Valid,0,0.86,Admitted,NO_SCHOLARSHIP,0
BIT20250892,Chinese Language,Chinese Language and Culture,Chinese-taught,2.58,74,4.0,2.7,1,2,TOEFL,90.1,HSK6,3,0.96,Mongolia,1,1,0,0,23,Male,1,High,Self-funded,0,8.0,85.1,8.1,9.3,7.6,0.95,Valid,0,0.86,Admitted,NO_SCHOLARSHIP,0
BIT20250893,Chinese Language,Chinese Language and Culture,Chinese-taught,3.15,34,5.4,5.9,0,3,NO_EXAM,81.4,HSK5,4,0.91,Pakistan,1,1,1,0,19,Male,1,Low,Company,0,6.0,84.0,7.4,8.2,8.7,0.98,Valid,0,0.93,Admitted,NO_SCHOLARSHIP,0
BIT20250894,Undergraduate,Materials Science and Engineering,English-taught,3.25,43,7.1,6.1,0,1,TOEFL,89.1,HSK3,3,0.78,Kenya,0,1,0,0,34,Female,1,Low,Self-funded,0,8.2,94.0,9.9,9.7,9.4,0.98,Valid,0,0.89,Admitted,Partial,20742
BIT20250895,Postgraduate,Materials Science and Technology,English-taught,3.14,74,6.3,1.5,1,0,TOEFL,99.0,NO_EXAM,4,0.85,Kazakhstan,1,1,0,0,29,Male,0,Medium,Company,1,7.5,100.0,8.6,10.0,7.3,0.87,Valid,0,0.83,Rejected,None,0
BIT20250896,Undergraduate,Management,Chinese-taught,2.83,94,6.7,7.9,0,2,TOEFL,64.2,HSK5,1,0.75,India,1,1,0,0,22,Female,1,Low,University,0,7.4,68.7,9.2,7.9,6.4,0.9,Valid,0,0.8,Rejected,None,0
BIT20250897,Undergraduate,Computer Science and Technology,English-taught,3.14,22,9.9,7.9,0,1,IELTS,93.0,NO_EXAM,4,0.8,Pakistan,0,1,1,1,23,Female,1,Low,Government,0,8.0,76.2,7.2,6.4,6.6,0.8,Valid,0,0.81,Rejected,None,0
BIT20250898,Chinese Language,Chinese Language and Culture,Chinese-taught,3.41,70,6.1,2.4,0,3,TOEFL,69.6,HSK6,9,1.0,Kazakhstan,1,1,0,0,34,Male,1,Low,University,1,7.6,87.4,9.5,9.6,8.5,0.88,Valid,0,0.97,Admitted,Partial,24680
BIT20250899,Undergraduate,Aerospace Engineering,English-taught,3.28,2,6.7,2.9,1,3,DUOLINGO,97.3,NO_EXAM,7,0.77,Mongolia,1,1,0,0,20,Male,1,Low,Government,0,5.0,78.7,8.7,9.2,7.8,0.79,Valid,0,0.89,Admitted,Partial,26998
BIT20250900,Undergraduate,Mathematics and Statistics,English-taught,3.37,94,4.8,9.4,0,0,IELTS,78.6,NO_EXAM,8,0.91,Brazil,1,0,0,0,25,Female,1,Low,Self-funded,0,9.2,52.8,8.7,5.4,7.4,0.92,Valid,0,0.93,Admitted,NO_SCHOLARSHIP,0
BIT20250901,Undergraduate,Materials Science and Engineering,English-taught,3.03,66,4.3,8.3,0,0,IELTS,72.8,HSK3,6,0.77,Indonesia,1,0,0,0,22,Male,1,Low,Self-funded,0,5.4,78.1,5.4,9.7,6.0,0.79,Valid,0,0.99,Admitted,NO_SCHOLARSHIP,0
BIT20250902,Undergraduate,Foreign Languages,English-taught,3.77,32,8.7,7.0,1,0,IELTS,92.0,NO_EXAM,6,0.98,Kazakhstan,1,0,0,1,22,Male,1,Medium,University,0,8.5,92.3,8.1,6.8,9.4,0.96,Valid,0,0.83,Rejected,None,0
BIT20250903,Undergraduate,Computer Science and Technology,English-taught,2.83,16,7.4,0.8,0,5,IELTS,88.6,NO_EXAM,5,0.79,Mongolia,1,1,0,1,34,Female,1,Medium,Government,0,5.1,66.1,6.7,6.6,8.9,0.74,Valid,0,0.89,Admitted,NO_SCHOLARSHIP,0
BIT20250904,Postgraduate,Mechanics,Chinese-taught,3.5,76,8.6,4.2,0,4,DUOLINGO,75.0,HSK5,1,0.8,Kazakhstan,1,1,0,1,27,Female,1,Medium,University,0,8.0,82.2,8.3,6.7,5.7,0.87,Valid,0,0.91,Admitted,Partial,25817
BIT20250905,Postgraduate,Design,English-taught,3.77,1,4.9,5.6,1,3,IELTS,72.5,NO_EXAM,9,0.88,Thailand,1,0,0,0,20,Male,1,Medium,Company,0,9.4,60.9,7.8,6.6,6.8,0.86,Valid,0,0.97,Admitted,NO_SCHOLARSHIP,0
BIT20250906,Chinese Language,Chinese Language and Culture,Chinese-taught,3.49,72,7.4,1.9,1,1,IELTS,83.1,HSK5,11,0.88,India,0,1,1,0,30,Female,1,Low,Government,0,4.1,88.7,5.6,7.6,7.7,0.78,Valid,0,1.0,Admitted,NO_SCHOLARSHIP,0
BIT20250907,Chinese Language,Chinese Language and Culture,Chinese-taught,3.22,48,5.5,4.5,0,1,DUOLINGO,73.0,HSK5,10,0.87,Kenya,1,1,0,0,33,Male,1,Low,University,0,9.9,82.4,7.6,7.9,7.3,0.71,Valid,0,0.94,Admitted,Partial,29295
BIT20250908,Undergraduate,Physics,English-taught,3.09,50,5.4,6.0,1,2,TOEFL,74.4,HSK1,9,0.87,Kenya,0,0,1,0,29,Male,1,High,Government,1,4.2,74.3,7.3,7.1,7.0,0.74,Valid,0,0.93,Admitted,NO_SCHOLARSHIP,0
BIT20250909,Undergraduate,Automation,English-taught,3.71,13,4.1,3.3,1,1,TOEFL,86.2,NO_EXAM,8,0.79,Egypt,1,0,0,0,34,Male,1,Medium,Government,1,4.1,75.8,8.9,7.1,8.6,0.99,Valid,0,0.98,Admitted,NO_SCHOLARSHIP,0
BIT20250910,Undergraduate,Management,English-taught,2.73,15,4.8,7.8,0,0,DUOLINGO,75.3,NO_EXAM,4,0.83,Kenya,1,1,0,0,19,Male,1,Low,Company,0,9.1,65.0,7.5,8.7,5.3,0.98,Valid,0,0.97,Admitted,NO_SCHOLARSHIP,0
BIT20250911,Postgraduate,Teaching Chinese to Speakers of Other Languages,English-taught,2.91,53,5.9,8.4,0,1,IELTS,89.3,NO_EXAM,5,0.88,Mongolia,1,1,0,0,33,Female,1,High,Self-funded,0,8.3,90.1,7.4,5.0,7.4,0.74,Valid,0,0.97,Admitted,NO_SCHOLARSHIP,0
BIT20250912,Undergraduate,Physics,English-taught,3.14,44,4.7,3.2,2,1,TOEFL,99.9,NO_EXAM,0,0.9,Kenya,1,0,0,0,28,Male,0,Medium,Self-funded,0,4.6,72.0,8.6,9.7,6.3,0.81,Valid,0,0.8,Rejected,None,0
BIT20250913,Postgraduate,Aeronautical and Astronautical Science and Technology,English-taught,3.8,8,9.9,8.4,0,0,IELTS,83.5,NO_EXAM,4,0.78,Pakistan,1,1,1,0,18,Male,1,Low,Self-funded,0,9.6,85.0,8.3,8.6,5.4,0.84,Valid,0,0.9,Admitted,Full,45377
BIT20250914,Postgraduate,Computer Science and Technology,English-taught,3.45,74,5.9,1.0,0,2,IELTS,86.3,HSK2,5,0.91,Zimbabwe,0,1,0,1,29,Male,1,High,Government,0,8.0,70.4,10.0,8.5,7.3,0.84,Valid,0,0.96,Admitted,Partial,27733
BIT20250915,Postgraduate,Optical Engineering,Chinese-taught,2.91,46,4.8,8.4,0,3,IELTS,100.0,HSK6,9,0.98,India,1,1,0,0,23,Male,1,Low,Self-funded,0,4.7,100.0,6.8,7.1,5.9,0.79,Valid,0,0.84,Rejected,None,0
BIT20250916,Postgraduate,Mechanics,Chinese-taught,3.18,69,5.2,1.5,0,2,IELTS,73.1,HSK6,10,0.93,Egypt,1,1,0,0,22,Female,1,High,Government,1,9.2,95.6,8.4,9.8,6.3,0.97,Valid,0,0.95,Admitted,NO_SCHOLARSHIP,0
BIT20250917,Undergraduate,Mechatronical Engineering,Chinese-taught,3.05,19,7.5,0.8,0,6,NO_EXAM,96.9,HSK5,1,0.73,Indonesia,1,1,0,0,20,Female,0,Low,Government,0,6.9,100.0,5.8,5.0,7.5,0.97,Valid,0,0.8,Rejected,None,0
BIT20250918,Dual Degree,Joint Computer Science Program,Chinese-taught,3.02,38,4.4,6.4,2,2,NO_EXAM,95.7,HSK6,6,0.84,Indonesia,1,1,0,0,29,Female,1,Low,Company,0,5.7,100.0,9.0,5.4,9.9,0.71,Valid,0,0.92,Admitted,Full,43537
BIT20250919,Chinese Language,Chinese Language and Culture,Chinese-taught,3.69,11,9.2,4.7,0,2,DUOLINGO,93.5,HSK6,3,0.83,Pakistan,1,0,0,0,27,Female,0,Medium,Company,0,9.0,73.7,8.9,9.0,8.4,0.9,Valid,1,0.97,Admitted,NO_SCHOLARSHIP,0
BIT20250920,Undergraduate,Law,English-taught,2.75,43,9.8,9.1,0,5,IELTS,97.9,NO_EXAM,4,0.8,France,0,1,0,0,21,Male,1,Low,Self-funded,0,8.4,71.2,8.6,8.7,6.4,0.72,Valid,0,0.89,Admitted,NO_SCHOLARSHIP,0
BIT20250921,Chinese Language,Chinese Language and Culture,Chinese-taught,3.94,20,5.5,3.6,1,2,NO_EXAM,87.8,HSK5,2,0.85,Pakistan,1,1,1,0,21,Male,1,Low,Government,0,7.7,100.0,5.6,6.4,6.9,0.88,Valid,0,0.95,Admitted,Full,37876
BIT20250922,Postgraduate,Armament Science and Technology,Chinese-taught,3.63,20,6.7,2.9,0,1,TOEFL,79.2,HSK5,4,0.83,Zimbabwe,1,0,0,0,28,Female,1,Medium,Self-funded,0,9.4,78.6,9.9,8.0,7.0,0.96,Valid,0,0.91,Admitted,NO_SCHOLARSHIP,0
BIT20250923,Chinese Language,Chinese Language and Culture,Chinese-taught,3.74,21,4.1,5.0,0,1,IELTS,95.9,HSK5,11,0.7,Kazakhstan,0,1,0,0,20,Male,1,Low,University,1,9.2,88.3,9.7,7.7,5.8,0.89,Valid,1,0.93,Admitted,Partial,18979
BIT20250924,Chinese Language,Chinese Language and Culture,Chinese-taught,3.11,82,7.8,4.6,2,2,TOEFL,96.3,HSK6,3,0.77,Kazakhstan,1,0,0,1,32,Female,1,High,Government,0,5.4,73.8,6.9,7.6,5.8,0.84,Valid,0,0.9,Admitted,NO_SCHOLARSHIP,0
BIT20250925,Postgraduate,Mathematics,English-taught,3.24,57,6.5,3.4,1,0,IELTS,96.1,NO_EXAM,11,0.76,Zimbabwe,1,0,0,0,33,Female,1,Medium,Government,0,9.3,74.0,7.9,8.0,5.7,0.99,Valid,0,0.9,Admitted,NO_SCHOLARSHIP,0
BIT20250926,Undergraduate,Aerospace Engineering,Chinese-taught,2.73,50,5.6,6.9,0,3,IELTS,85.4,HSK5,9,0.8,Russia,0,1,0,0,29,Female,1,High,University,1,6.2,88.3,9.4,10.0,7.6,0.92,Valid,0,0.97,Admitted,NO_SCHOLARSHIP,0
BIT20250927,Undergraduate,Humanities and Social Sciences,Chinese-taught,3.09,74,5.2,7.6,2,3,DUOLINGO,77.8,HSK5,5,0.75,Mongolia,1,0,0,0,23,Male,0,Medium,Self-funded,0,6.6,60.3,7.5,9.9,8.4,0.77,Valid,0,0.82,Rejected,None,0
BIT20250928,Postgraduate,Materials Science and Technology,Chinese-taught,3.5,98,7.9,8.5,0,1,TOEFL,86.9,HSK5,1,0.72,Kazakhstan,1,0,0,0,32,Male,1,Medium,Government,0,9.8,87.8,8.0,9.9,8.0,0.82,Valid,0,0.92,Admitted,Full,46906
BIT20250929,Postgraduate,Mathematics,Chinese-taught,3.82,26,6.5,9.7,2,1,IELTS,94.4,HSK5,2,0.76,Ethiopia,0,1,0,0,19,Female,1,Low,Government,0,8.6,85.2,8.0,7.7,9.9,0.93,Valid,0,0.82,Rejected,None,0
BIT20250930,Undergraduate,Mechanical Engineering,English-taught,2.86,30,5.1,2.7,0,3,TOEFL,95.2,HSK3,11,0.96,Egypt,1,1,0,0,29,Female,1,Medium,University,0,5.9,74.7,8.2,6.6,5.6,0.71,Valid,0,0.91,Admitted,NO_SCHOLARSHIP,0
BIT20250931,Undergraduate,Automation,English-taught,3.15,73,8.1,7.2,2,3,NO_EXAM,80.7,NO_EXAM,9,0.94,Malaysia,1,1,0,1,27,Female,0,Low,Self-funded,1,7.9,80.2,7.9,7.8,9.9,0.72,Valid,0,0.99,Admitted,NO_SCHOLARSHIP,0
BIT20250932,Chinese Language,Chinese Language and Culture,Chinese-taught,3.24,31,7.4,3.9,1,1,TOEFL,88.2,HSK6,0,0.83,Malaysia,0,0,0,0,21,Male,1,Low,Government,0,7.2,81.8,7.0,8.1,7.3,0.96,Valid,0,0.81,Rejected,None,0
BIT20250933,Dual Degree,Joint Computer Science Program,English-taught,2.74,42,9.2,6.8,0,1,IELTS,71.9,NO_EXAM,6,0.96,India,1,0,0,0,25,Female,1,Low,University,1,4.7,82.4,7.7,6.6,6.1,0.71,Valid,0,0.88,Admitted,NO_SCHOLARSHIP,0
BIT20250934,Postgraduate,Safety Science and Technology,English-taught,3.54,68,4.7,4.8,1,3,IELTS,94.8,NO_EXAM,8,0.77,Kenya,1,0,0,0,32,Female,1,Low,University,0,9.3,86.9,9.4,8.2,9.7,0.9,Valid,0,0.96,Admitted,NO_SCHOLARSHIP,0
BIT20250935,Undergraduate,Computer Science and Technology,English-taught,3.01,61,8.7,9.9,0,3,IELTS,77.2,NO_EXAM,1,0.88,Malaysia,1,1,0,0,33,Male,1,Low,Government,0,8.9,71.9,9.3,8.1,7.3,0.8,Valid,0,0.87,Admitted,NO_SCHOLARSHIP,0
BIT20250936,Undergraduate,Information and Electronics,English-taught,3.22,61,8.0,7.3,1,0,NO_EXAM,92.9,HSK2,6,0.74,Kazakhstan,1,1,0,1,30,Female,1,Medium,Self-funded,0,8.7,100.0,8.9,9.5,6.7,0.95,Valid,2,0.9,Rejected,None,0
BIT20250937,Undergraduate,Optics and Photonics,Chinese-taught,3.12,70,4.7,9.5,0,1,IELTS,73.5,HSK5,2,0.95,India,1,1,1,0,32,Male,1,Low,Government,0,7.4,77.9,7.1,6.2,6.1,0.95,Valid,0,0.82,Rejected,None,0
BIT20250938,Dual Degree,Joint Business Administration Program,English-taught,2.98,78,8.2,8.3,1,3,IELTS,95.3,NO_EXAM,4,0.74,Mongolia,1,1,0,0,31,Female,0,Low,Self-funded,1,5.3,78.7,8.9,8.5,6.3,0.99,Valid,0,0.84,Rejected,None,0
BIT20250939,Undergraduate,Art and Design,Chinese-taught,3.3,68,6.6,9.0,0,1,IELTS,88.2,HSK5,5,0.71,Egypt,1,0,1,1,32,Male,0,High,Government,1,9.3,99.4,6.9,7.3,9.9,0.73,Valid,0,0.94,Admitted,NO_SCHOLARSHIP,0
BIT20250940,Postgraduate,Management Science and Engineering,Chinese-taught,3.21,90,9.7,8.1,0,3,DUOLINGO,77.2,HSK6,7,0.78,Egypt,0,1,0,1,29,Female,0,Medium,Self-funded,0,6.1,61.7,8.3,5.6,6.5,0.83,Valid,0,0.97,Admitted,Partial,20047
BIT20250941,Undergraduate,Humanities and Social Sciences,Chinese-taught,3.15,17,4.8,4.6,0,0,TOEFL,91.9,HSK5,3,0.97,Brazil,1,0,0,0,28,Male,0,High,Self-funded,0,4.1,99.3,7.8,6.6,9.9,0.87,Valid,0,0.93,Admitted,NO_SCHOLARSHIP,0
BIT20250942,Postgraduate,Information and Communication Engineering,Chinese-taught,3.01,19,7.9,2.5,1,1,TOEFL,79.1,HSK5,1,0.74,Brazil,0,0,0,0,20,Male,1,High,Self-funded,0,9.9,80.9,6.5,5.3,6.7,0.97,Valid,1,0.97,Admitted,NO_SCHOLARSHIP,0
BIT20250943,Postgraduate,Management Science and Engineering,English-taught,3.43,51,6.3,3.7,0,3,IELTS,92.5,NO_EXAM,2,0.8,Russia,0,1,0,1,31,Female,1,Low,Self-funded,0,9.2,74.7,7.3,6.6,6.2,0.78,Valid,0,0.92,Admitted,Partial,26279
BIT20250944,Chinese Language,Chinese Language and Culture,Chinese-taught,3.96,70,9.7,0.2,1,0,IELTS,82.3,HSK5,7,0.79,Pakistan,1,0,0,1,19,Male,1,High,Government,0,7.7,68.8,9.2,5.3,5.9,0.72,Valid,0,0.96,Admitted,NO_SCHOLARSHIP,0
BIT20250945,Undergraduate,Information and Electronics,Chinese-taught,3.36,63,6.0,5.2,0,3,NO_EXAM,67.8,HSK6,6,0.94,Brazil,1,1,0,0,20,Female,1,Low,Company,0,4.1,67.3,9.6,9.6,7.1,0.76,Valid,0,1.0,Admitted,Partial,15564
BIT20250946,Undergraduate,Materials Science and Engineering,Chinese-taught,3.7,93,9.8,5.1,1,0,NO_EXAM,75.2,HSK6,5,0.83,Kenya,1,0,0,0,26,Male,1,High,Government,0,5.4,76.6,6.0,5.5,6.2,0.85,Valid,0,0.82,Rejected,None,0
BIT20250947,Undergraduate,Economics,English-taught,2.74,75,9.4,5.3,0,1,NO_EXAM,80.7,NO_EXAM,4,0.88,Malaysia,1,1,0,0,28,Female,1,Medium,Self-funded,0,6.7,82.8,7.3,9.1,8.5,0.9,Valid,0,0.9,Admitted,NO_SCHOLARSHIP,0
BIT20250948,Dual Degree,Joint Business Administration Program,English-taught,3.36,80,5.6,9.7,0,2,NO_EXAM,98.7,HSK3,10,0.82,Ethiopia,0,0,0,0,20,Male,0,Medium,Government,0,7.8,86.2,7.2,9.5,6.2,0.91,Valid,0,0.84,Rejected,None,0
BIT20250949,Chinese Language,Chinese Language and Culture,Chinese-taught,2.86,30,8.8,9.1,0,0,DUOLINGO,94.0,HSK6,4,0.87,Egypt,0,1,0,0,22,Female,1,Medium,Self-funded,0,8.2,82.7,7.4,7.3,9.2,0.72,Valid,0,0.89,Admitted,NO_SCHOLARSHIP,0
BIT20250950,Postgraduate,Applied Economics,Chinese-taught,2.71,25,10.0,1.6,0,0,TOEFL,100.0,HSK5,0,0.72,Brazil,1,0,0,0,26,Male,1,High,Government,0,8.7,74.9,9.9,5.3,9.2,0.93,Valid,0,0.9,Admitted,NO_SCHOLARSHIP,0
BIT20250951,Postgraduate,Integrated Circuit Science and Technology,English-taught,3.0,75,5.5,3.7,0,0,DUOLINGO,100.0,HSK3,5,0.81,Thailand,0,1,0,0,27,Male,1,Medium,Government,1,7.3,93.4,7.6,8.0,6.4,0.9,Valid,0,0.92,Admitted,NO_SCHOLARSHIP,0
BIT20250952,Postgraduate,Mathematics,English-taught,3.78,71,6.6,4.2,1,1,TOEFL,79.7,NO_EXAM,8,0.96,France,0,1,0,0,23,Female,1,Medium,Self-funded,0,7.9,100.0,9.2,6.2,8.8,0.82,Valid,0,0.89,Admitted,Partial,28823
BIT20250953,Undergraduate,Medical Technology,English-taught,3.68,26,7.1,3.6,1,2,IELTS,83.1,NO_EXAM,7,0.91,Zimbabwe,0,1,1,0,23,Male,1,Low,Government,0,8.9,94.9,8.3,5.9,9.3,0.87,Valid,0,0.86,Admitted,Full,39326
BIT20250954,Dual Degree,Joint Computer Science Program,English-taught,3.4,56,5.8,8.0,0,1,IELTS,80.9,NO_EXAM,11,0.99,Russia,1,1,1,0,28,Female,1,Medium,Self-funded,0,8.3,76.4,5.5,7.8,8.0,0.93,Valid,0,0.81,Rejected,None,0
BIT20250955,Postgraduate,Applied Economics,English-taught,2.69,22,4.1,5.2,0,1,NO_EXAM,78.3,NO_EXAM,9,0.94,Zimbabwe,1,1,0,1,34,Male,1,Low,Government,0,9.7,85.0,8.5,6.8,6.8,0.78,Valid,0,0.81,Rejected,None,0
BIT20250956,Undergraduate,Management,Chinese-taught,3.22,89,5.3,5.7,0,0,IELTS,66.6,HSK5,0,0.84,Brazil,0,1,1,1,19,Female,1,Medium,Government,0,9.2,85.7,8.2,8.7,7.2,0.98,Valid,0,0.84,Rejected,None,0
BIT20250957,Postgraduate,Business Administration,English-taught,3.42,19,5.7,8.5,1,0,DUOLINGO,84.9,HSK1,10,0.9,Thailand,0,1,0,1,26,Male,0,Medium,University,1,5.0,96.0,8.8,8.0,8.9,0.74,Valid,0,0.89,Admitted,Partial,27200
BIT20250958,Undergraduate,Humanities and Social Sciences,English-taught,3.37,31,6.7,8.1,0,2,IELTS,72.1,HSK2,5,0.93,Ethiopia,1,0,1,0,22,Female,1,Low,Government,0,9.7,76.6,5.4,9.1,6.5,0.97,Valid,0,0.88,Admitted,NO_SCHOLARSHIP,0
BIT20250959,Undergraduate,Automation,English-taught,2.56,26,5.0,1.3,1,2,IELTS,84.7,HSK1,2,0.78,France,1,1,0,0,23,Male,1,Medium,Government,0,5.2,70.4,6.2,5.3,6.7,0.92,Valid,0,0.84,Rejected,None,0
BIT20250960,Postgraduate,Chemistry,English-taught,2.94,42,9.2,7.1,0,4,IELTS,100.0,NO_EXAM,5,0.72,Ethiopia,0,1,1,1,21,Male,1,Medium,Government,0,9.9,91.3,8.8,6.2,5.8,0.9,Invalid,0,0.96,Admitted,NO_SCHOLARSHIP,0
BIT20250961,Undergraduate,Economics,Chinese-taught,3.27,41,8.2,4.4,0,0,IELTS,79.9,HSK6,8,0.82,Egypt,1,1,0,1,26,Male,1,High,Government,0,8.2,84.1,6.9,7.8,7.0,0.72,Valid,0,0.94,Admitted,NO_SCHOLARSHIP,0
BIT20250962,Postgraduate,Master of Engineering Management,English-taught,3.51,100,4.5,2.9,3,5,IELTS,86.9,NO_EXAM,5,0.74,Thailand,1,0,0,1,22,Male,1,Low,Government,1,7.8,68.9,9.6,9.4,5.4,0.98,Valid,1,0.87,Admitted,NO_SCHOLARSHIP,0
BIT20250963,Undergraduate,Mechatronical Engineering,English-taught,2.42,23,7.9,0.5,1,3,IELTS,94.1,NO_EXAM,7,0.78,Pakistan,1,1,0,0,21,Female,1,High,Government,1,5.9,87.1,7.6,9.1,6.6,0.79,Valid,0,0.96,Admitted,NO_SCHOLARSHIP,0
BIT20250964,Undergraduate,Aerospace Engineering,English-taught,3.24,47,7.9,4.9,0,2,DUOLINGO,87.8,NO_EXAM,5,0.98,Indonesia,0,0,0,0,26,Female,0,High,Government,0,4.8,98.4,5.0,8.4,6.9,0.92,Valid,0,1.0,Admitted,NO_SCHOLARSHIP,0
BIT20250965,Undergraduate,Cyberspace Science and Technology,English-taught,3.36,13,9.7,3.6,1,3,IELTS,87.9,NO_EXAM,5,0.95,Kenya,1,1,0,1,28,Female,1,Medium,University,0,4.8,73.1,8.5,7.9,6.3,0.97,Valid,0,0.85,Admitted,Partial,26484
BIT20250966,Undergraduate,Mechatronical Engineering,Chinese-taught,3.64,89,4.0,2.5,0,1,IELTS,81.4,HSK5,6,0.88,Egypt,1,1,0,1,33,Male,0,High,Government,1,9.2,71.1,7.6,8.2,5.5,0.77,Valid,0,0.87,Admitted,Partial,23190
BIT20250967,Postgraduate,Materials Science and Technology,Chinese-taught,3.58,66,5.5,6.9,0,1,IELTS,82.7,HSK5,10,0.82,Brazil,1,1,1,1,19,Male,0,Medium,University,0,6.6,80.3,6.6,6.1,7.6,0.97,Valid,0,1.0,Admitted,NO_SCHOLARSHIP,0
BIT20250968,Undergraduate,Computer Science and Technology,English-taught,3.53,66,9.6,7.7,0,2,TOEFL,75.4,HSK2,9,0.78,Zimbabwe,1,1,0,0,33,Male,1,Low,University,0,7.4,86.8,5.1,8.0,9.3,0.88,Valid,0,0.83,Rejected,None,0
BIT20250969,Postgraduate,Education,English-taught,2.98,16,9.6,2.4,1,3,TOEFL,93.5,HSK3,10,0.87,Pakistan,1,0,0,0,27,Female,1,Medium,Government,0,9.6,79.3,6.0,7.5,6.7,0.9,Valid,0,0.82,Rejected,None,0
BIT20250970,Postgraduate,Information and Communication Engineering,English-taught,2.54,73,8.3,0.5,0,1,TOEFL,67.6,HSK2,3,0.86,Zimbabwe,1,1,0,0,21,Male,0,Medium,Government,1,5.5,91.3,5.8,6.9,6.2,0.97,Valid,0,0.9,Admitted,NO_SCHOLARSHIP,0
BIT20250971,Postgraduate,Materials Science and Technology,English-taught,3.14,28,8.6,8.5,0,2,IELTS,94.7,NO_EXAM,7,0.93,Ethiopia,1,0,0,1,29,Female,1,High,Government,0,8.6,82.6,7.9,9.4,6.4,0.86,Valid,0,0.89,Admitted,NO_SCHOLARSHIP,0
BIT20250972,Dual Degree,Joint Computer Science Program,English-taught,3.7,77,4.5,0.1,2,2,IELTS,71.0,HSK1,3,0.98,India,1,1,0,1,26,Male,0,Medium,Self-funded,0,6.8,90.1,8.8,9.1,9.3,0.83,Valid,0,0.82,Rejected,None,0
BIT20250973,Postgraduate,Materials Science and Technology,English-taught,3.86,35,7.1,9.4,2,1,TOEFL,94.6,HSK2,6,0.8,Mongolia,1,1,0,0,30,Male,1,Medium,Self-funded,0,5.3,72.8,6.2,5.4,7.6,0.89,Valid,0,0.86,Admitted,Full,46748
BIT20250974,Undergraduate,Physics,English-taught,3.58,41,5.4,6.3,0,3,DUOLINGO,81.5,NO_EXAM,0,0.76,Brazil,1,0,1,0,22,Female,1,Medium,Self-funded,1,9.1,67.7,8.5,9.9,5.7,0.87,Valid,0,0.88,Admitted,NO_SCHOLARSHIP,0
BIT20250975,Undergraduate,Computer Science and Technology,English-taught,3.47,77,5.1,3.2,0,3,IELTS,72.7,HSK1,11,0.82,Russia,1,1,1,0,19,Male,1,Low,Self-funded,0,8.1,76.6,9.5,6.1,8.5,0.72,Valid,0,0.96,Admitted,Partial,17469
BIT20250976,Undergraduate,Law,Chinese-taught,3.45,31,8.9,2.5,1,3,IELTS,90.8,HSK5,8,0.83,Mongolia,0,1,0,0,20,Male,1,Low,Government,1,4.6,66.5,8.1,6.1,5.8,0.75,Valid,1,0.94,Admitted,Partial,25009
BIT20250977,Postgraduate,Information and Communication Engineering,Chinese-taught,3.08,85,4.8,0.1,0,5,IELTS,94.3,HSK5,9,0.71,Zimbabwe,1,0,0,0,25,Female,0,Medium,University,0,7.3,84.1,8.9,9.7,5.3,0.7,Valid,0,0.98,Admitted,NO_SCHOLARSHIP,0
BIT20250978,Undergraduate,Automation,English-taught,3.25,32,6.8,2.4,0,2,IELTS,80.6,NO_EXAM,8,0.96,Malaysia,1,1,0,1,23,Male,0,Low,Self-funded,0,9.1,59.8,6.0,7.2,6.3,0.73,Valid,0,0.87,Admitted,NO_SCHOLARSHIP,0
